algo,dv,dc,nv,nc,code_id,p_phys,p_mask,no_test,no_success,no_stop,p_log,p_error,p_std_dev
410,5,6,36,30,swap3_4f24864a,0.001,0.2,2059,1801,258.0,0.8746964545896067,0.12530354541039335,0.007295955718647136
510,5,6,36,30,swap3_4f24864a,0.001,0.2,2058,1724,334.0,0.8377065111758989,0.1622934888241011,0.00812781497351138
610,5,6,36,30,swap3_4f24864a,0.001,0.2,2057,1682,375.0,0.8176956733106465,0.18230432668935348,0.008512893340034947
710,5,6,36,30,swap3_4f24864a,0.001,0.2,4199,3318,881.0,0.7901881400333413,0.20981185996665874,0.006283582667690304
810,5,6,36,30,swap3_4f24864a,0.001,0.2,4199,3187,1012.0,0.7589902357704216,0.24100976422957843,0.0066002817669829714
910,5,6,36,30,swap3_4f24864a,0.001,0.2,4196,3028,1168.0,0.7216396568160153,0.2783603431839847,0.006919044718775794
1000,5,6,36,30,swap3_4f24864a,0.001,0.2,1635,1148,487.0,0.7021406727828746,0.2978593272171254,0.011309900628945773
1500,5,6,36,30,swap3_4f24864a,0.001,0.2,1633,961,672.0,0.5884874464176363,0.4115125535823637,0.012177749977105391
2000,5,6,36,30,swap3_4f24864a,0.001,0.2,1631,818,813.0,0.5015328019619865,0.49846719803801354,0.012380579779739418
0,5,6,36,30,swap3_4f24864a,0.001,0.3,2402,2402,0.0,1.0,0.0,0.0
1,5,6,36,30,swap3_4f24864a,0.001,0.3,2402,2398,4.0,0.9983347210657784,0.0016652789342216368,0.0008319458897583381
2,5,6,36,30,swap3_4f24864a,0.001,0.3,2402,2400,2.0,0.9991673605328892,0.0008326394671107629,0.0005885198479397751
3,5,6,36,30,swap3_4f24864a,0.001,0.3,2402,2397,5.0,0.9979184013322232,0.002081598667776796,0.0009299498197547592
4,5,6,36,30,swap3_4f24864a,0.001,0.3,2402,2391,11.0,0.9954204829308908,0.004579517069109196,0.0013776110765812278
5,5,6,36,30,swap3_4f24864a,0.001,0.3,2402,2394,8.0,0.9966694421315572,0.0033305578684428294,0.0011755674755461471
6,5,6,36,30,swap3_4f24864a,0.001,0.3,2402,2392,10.0,0.9958368026644464,0.004163197335553592,0.0013137752713350702
7,5,6,36,30,swap3_4f24864a,0.001,0.3,2402,2388,14.0,0.9941715237302248,0.005828476269775229,0.0015531795883070567
8,5,6,36,30,swap3_4f24864a,0.001,0.3,2402,2389,13.0,0.9945878434637802,0.005412156536219848,0.0014969946437112898
9,5,6,36,30,swap3_4f24864a,0.001,0.3,2402,2382,20.0,0.9916736053288926,0.008326394671107407,0.0018540710459240871
10,5,6,36,30,swap3_4f24864a,0.001,0.3,2402,2387,15.0,0.9937552039966694,0.0062447960033306105,0.001607356957532761
11,5,6,36,30,swap3_4f24864a,0.001,0.3,2402,2377,25.0,0.9895920066611156,0.010407993338884425,0.0020707377011072435
12,5,6,36,30,swap3_4f24864a,0.001,0.3,2402,2378,24.0,0.9900083263946712,0.009991673605328821,0.0020293270361803287
13,5,6,36,30,swap3_4f24864a,0.001,0.3,2402,2380,22.0,0.9908409658617818,0.00915903413821817,0.0019437495880975624
14,5,6,36,30,swap3_4f24864a,0.001,0.3,2402,2372,30.0,0.9875104079933388,0.012489592006661221,0.0022659924843845825
15,5,6,36,30,swap3_4f24864a,0.001,0.3,2402,2368,34.0,0.9858451290591174,0.014154870940882636,0.002410298347135093
16,5,6,36,30,swap3_4f24864a,0.001,0.3,2402,2371,31.0,0.9870940882597836,0.01290591174021638,0.002302963841937853
17,5,6,36,30,swap3_4f24864a,0.001,0.3,2402,2363,39.0,0.9837635303913406,0.016236469608659432,0.002578722797624544
18,5,6,36,30,swap3_4f24864a,0.001,0.3,2402,2364,38.0,0.984179850124896,0.01582014987510405,0.002545986109095541
19,5,6,36,30,swap3_4f24864a,0.001,0.3,2402,2370,32.0,0.986677768526228,0.013322231473771984,0.0023393201278194037
20,5,6,36,30,swap3_4f24864a,0.001,0.3,2402,2367,35.0,0.985428809325562,0.014571190674438017,0.0024449706298513346
21,5,6,36,30,swap3_4f24864a,0.001,0.3,2402,2364,38.0,0.984179850124896,0.01582014987510405,0.002545986109095541
22,5,6,36,30,swap3_4f24864a,0.001,0.3,2402,2360,42.0,0.9825145711906744,0.017485428809325576,0.002674367846015825
23,5,6,36,30,swap3_4f24864a,0.001,0.3,2402,2346,56.0,0.9766860949208992,0.023313905079100805,0.0030789207662002827
24,5,6,36,30,swap3_4f24864a,0.001,0.3,2402,2350,52.0,0.9783513738551208,0.02164862614487917,0.00296945055647952
25,5,6,36,30,swap3_4f24864a,0.001,0.3,2402,2356,46.0,0.980849292256453,0.01915070774354699,0.00279644997210565
26,5,6,36,30,swap3_4f24864a,0.001,0.3,2402,2357,45.0,0.9812656119900084,0.01873438800999161,0.0027664736852309343
27,5,6,36,30,swap3_4f24864a,0.001,0.3,2401,2346,55.0,0.9770928779675137,0.02290712203248635,0.003053213040034444
28,5,6,36,30,swap3_4f24864a,0.001,0.3,2400,2341,59.0,0.9754166666666668,0.02458333333333318,0.003160893403213943
29,5,6,36,30,swap3_4f24864a,0.001,0.3,2400,2343,57.0,0.97625,0.02375000000000005,0.0031081839217888454
30,5,6,36,30,swap3_4f24864a,0.001,0.3,2400,2335,65.0,0.9729166666666668,0.027083333333333237,0.003313471642960547
31,5,6,36,30,swap3_4f24864a,0.001,0.3,2400,2336,64.0,0.9733333333333334,0.026666666666666616,0.0032885885748774953
32,5,6,36,30,swap3_4f24864a,0.001,0.3,2400,2323,77.0,0.9679166666666666,0.03208333333333335,0.0035971049155047114
33,5,6,36,30,swap3_4f24864a,0.001,0.3,2399,2334,65.0,0.9729053772405168,0.027094622759483156,0.003314833599317595
34,5,6,36,30,swap3_4f24864a,0.001,0.3,2399,2321,78.0,0.9674864526886202,0.03251354731137979,0.00362109150535101
35,5,6,36,30,swap3_4f24864a,0.001,0.3,2399,2334,65.0,0.9729053772405168,0.027094622759483156,0.003314833599317595
36,5,6,36,30,swap3_4f24864a,0.001,0.3,2399,2316,83.0,0.9654022509378908,0.03459774906210922,0.003731323916080326
37,5,6,36,30,swap3_4f24864a,0.001,0.3,2399,2323,76.0,0.968320133388912,0.031679866611088014,0.003575905465897922
38,5,6,36,30,swap3_4f24864a,0.001,0.3,2399,2327,72.0,0.9699874947894956,0.03001250521050436,0.0034835260928842877
39,5,6,36,30,swap3_4f24864a,0.001,0.3,2399,2316,83.0,0.9654022509378908,0.03459774906210922,0.003731323916080326
40,5,6,36,30,swap3_4f24864a,0.001,0.3,2399,2300,99.0,0.9587328053355564,0.04126719466444362,0.004061029491269194
41,5,6,36,30,swap3_4f24864a,0.001,0.3,2398,2316,82.0,0.9658048373644704,0.034195162635529575,0.0037110981071522184
42,5,6,36,30,swap3_4f24864a,0.001,0.3,2398,2320,78.0,0.9674728940783986,0.03252710592160135,0.0036225761677147698
43,5,6,36,30,swap3_4f24864a,0.001,0.3,2398,2315,83.0,0.9653878231859884,0.03461217681401163,0.0037328520373654953
44,5,6,36,30,swap3_4f24864a,0.001,0.3,2398,2304,94.0,0.9608006672226856,0.039199332777314355,0.003963066830358545
45,5,6,36,30,swap3_4f24864a,0.001,0.3,2398,2318,80.0,0.9666388657214344,0.033361134278565574,0.0036671438071530188
46,5,6,36,30,swap3_4f24864a,0.001,0.3,2398,2289,109.0,0.9545454545454546,0.045454545454545414,0.004253656120172948
47,5,6,36,30,swap3_4f24864a,0.001,0.3,2398,2305,93.0,0.9612176814011676,0.03878231859883241,0.003942785684049612
48,5,6,36,30,swap3_4f24864a,0.001,0.3,2398,2296,102.0,0.957464553794829,0.042535446205171024,0.004121091522682162
49,5,6,36,30,swap3_4f24864a,0.001,0.3,2398,2320,78.0,0.9674728940783986,0.03252710592160135,0.0036225761677147698
50,5,6,36,30,swap3_4f24864a,0.001,0.3,2398,2293,105.0,0.9562135112593828,0.04378648874061719,0.00417852407512099
60,5,6,36,30,swap3_4f24864a,0.001,0.3,860,810,50.0,0.9418604651162792,0.05813953488372081,0.007979576354613027
70,5,6,36,30,swap3_4f24864a,0.001,0.3,1176,1105,71.0,0.939625850340136,0.060374149659863985,0.006945433073036864
80,5,6,36,30,swap3_4f24864a,0.001,0.3,1176,1101,75.0,0.9362244897959184,0.06377551020408156,0.007125466597819522
90,5,6,36,30,swap3_4f24864a,0.001,0.3,1176,1083,93.0,0.9209183673469388,0.07908163265306123,0.007869456154115988
100,5,6,36,30,swap3_4f24864a,0.001,0.3,1176,1095,81.0,0.9311224489795918,0.06887755102040816,0.007384797423163063
110,5,6,36,30,swap3_4f24864a,0.001,0.3,1176,1065,111.0,0.9056122448979592,0.09438775510204078,0.008525607025929385
120,5,6,36,30,swap3_4f24864a,0.001,0.3,1175,1058,117.0,0.9004255319148936,0.0995744680851064,0.008735322931378535
130,5,6,36,30,swap3_4f24864a,0.001,0.3,1174,1035,139.0,0.8816013628620102,0.11839863713798982,0.009429212638903433
140,5,6,36,30,swap3_4f24864a,0.001,0.3,1172,1032,140.0,0.8805460750853242,0.11945392491467577,0.009473543398314943
150,5,6,36,30,swap3_4f24864a,0.001,0.3,1171,1020,151.0,0.8710503842869343,0.12894961571306574,0.009793844784468977
160,5,6,36,30,swap3_4f24864a,0.001,0.3,1171,996,175.0,0.8505550811272417,0.14944491887275835,0.010418695633256583
170,5,6,36,30,swap3_4f24864a,0.001,0.3,1169,1004,165.0,0.8588537211291702,0.14114627887082976,0.010183265379165194
180,5,6,36,30,swap3_4f24864a,0.001,0.3,1169,975,194.0,0.8340461933276304,0.16595380667236959,0.010881315584432165
190,5,6,36,30,swap3_4f24864a,0.001,0.3,1169,966,203.0,0.8263473053892215,0.17365269461077848,0.011079363606145852
200,5,6,36,30,swap3_4f24864a,0.001,0.3,1169,959,210.0,0.8203592814371258,0.17964071856287422,0.0112278650523194
210,5,6,36,30,swap3_4f24864a,0.001,0.3,3130,2586,544.0,0.8261980830670926,0.17380191693290736,0.00677325153046905
220,5,6,36,30,swap3_4f24864a,0.001,0.3,1072,851,221.0,0.7938432835820896,0.20615671641791045,0.012355739371774706
230,5,6,36,30,swap3_4f24864a,0.001,0.3,1070,837,233.0,0.7822429906542057,0.21775700934579434,0.012617259141712626
240,5,6,36,30,swap3_4f24864a,0.001,0.3,1067,833,234.0,0.7806935332708529,0.2193064667291471,0.012667292538752997
250,5,6,36,30,swap3_4f24864a,0.001,0.3,1066,823,243.0,0.7720450281425891,0.22795497185741087,0.012848938409762806
310,5,6,36,30,swap3_4f24864a,0.001,0.3,2055,1499,556.0,0.7294403892944039,0.2705596107055961,0.009799873571865165
410,5,6,36,30,swap3_4f24864a,0.001,0.3,2054,1358,696.0,0.6611489776046738,0.33885102239532616,0.010443686962909437
510,5,6,36,30,swap3_4f24864a,0.001,0.3,2053,1238,815.0,0.6030199707744763,0.39698002922552367,0.010798307800300798
610,5,6,36,30,swap3_4f24864a,0.001,0.3,2050,1124,926.0,0.5482926829268293,0.4517073170731707,0.010991522604211486
710,5,6,36,30,swap3_4f24864a,0.001,0.3,4195,2051,2143.0,0.4889153754469607,0.5110846245530394,0.0077178666931253075
810,5,6,36,30,swap3_4f24864a,0.001,0.3,4193,1788,2405.0,0.4264249940376818,0.5735750059623181,0.007637548902037534
910,5,6,36,30,swap3_4f24864a,0.001,0.3,4190,1620,2570.0,0.386634844868735,0.613365155131265,0.007523207397581967
1000,5,6,36,30,swap3_4f24864a,0.001,0.3,1630,520,1110.0,0.3190184049079754,0.6809815950920246,0.011544676148997996
1500,5,6,36,30,swap3_4f24864a,0.001,0.3,1628,324,1304.0,0.199017199017199,0.8009828009828011,0.009895316736334198
2000,5,6,36,30,swap3_4f24864a,0.001,0.3,1626,231,1395.0,0.1420664206642066,0.8579335793357934,0.008657894348709963
0,5,6,36,30,swap3_4f24864a,0.001,0.4,2385,2385,0.0,1.0,0.0,0.0
1,5,6,36,30,swap3_4f24864a,0.001,0.4,2385,2383,2.0,0.99916142557652,0.0008385744234800097,0.000592712987986956
2,5,6,36,30,swap3_4f24864a,0.001,0.4,2385,2377,8.0,0.9966457023060796,0.0033542976939203717,0.0011839326821089069
3,5,6,36,30,swap3_4f24864a,0.001,0.4,2384,2367,17.0,0.9928691275167784,0.00713087248322164,0.0017233131939523836
4,5,6,36,30,swap3_4f24864a,0.001,0.4,2384,2366,18.0,0.9924496644295302,0.007550335570469802,0.0017729000248194076
5,5,6,36,30,swap3_4f24864a,0.001,0.4,2384,2348,36.0,0.9848993288590604,0.015100671140939603,0.002497703716560164
6,5,6,36,30,swap3_4f24864a,0.001,0.4,2384,2344,40.0,0.9832214765100672,0.016778523489932806,0.0026305673335623716
7,5,6,36,30,swap3_4f24864a,0.001,0.4,2384,2353,31.0,0.986996644295302,0.013003355704698016,0.0023202374586584256
8,5,6,36,30,swap3_4f24864a,0.001,0.4,2384,2345,39.0,0.9836409395973156,0.016359060402684422,0.0025980311293208546
9,5,6,36,30,swap3_4f24864a,0.001,0.4,2384,2344,40.0,0.9832214765100672,0.016778523489932806,0.0026305673335623716
10,5,6,36,30,swap3_4f24864a,0.001,0.4,2384,2325,59.0,0.975251677852349,0.024748322147650992,0.0031818383195354287
11,5,6,36,30,swap3_4f24864a,0.001,0.4,2384,2333,51.0,0.9786073825503356,0.021392617449664364,0.0029633509006757063
12,5,6,36,30,swap3_4f24864a,0.001,0.4,2384,2331,53.0,0.977768456375839,0.02223154362416102,0.0030196019347032777
13,5,6,36,30,swap3_4f24864a,0.001,0.4,2384,2317,67.0,0.9718959731543624,0.02810402684563762,0.00338486257941154
14,5,6,36,30,swap3_4f24864a,0.001,0.4,2384,2321,63.0,0.9735738255033556,0.026426174496644417,0.0032850990478589595
15,5,6,36,30,swap3_4f24864a,0.001,0.4,2384,2307,77.0,0.9677013422818792,0.03229865771812079,0.003620843742500389
16,5,6,36,30,swap3_4f24864a,0.001,0.4,2384,2298,86.0,0.9639261744966444,0.03607382550335558,0.0038191336894595872
17,5,6,36,30,swap3_4f24864a,0.001,0.4,2384,2288,96.0,0.959731543624161,0.04026845637583898,0.004026282560515131
18,5,6,36,30,swap3_4f24864a,0.001,0.4,2384,2268,116.0,0.9513422818791948,0.048657718120805216,0.004406473301642467
19,5,6,36,30,swap3_4f24864a,0.001,0.4,2384,2299,85.0,0.9643456375838926,0.03565436241610742,0.0037976905323543254
20,5,6,36,30,swap3_4f24864a,0.001,0.4,2384,2286,98.0,0.9588926174496644,0.041107382550335636,0.004066228446539204
21,5,6,36,30,swap3_4f24864a,0.001,0.4,2384,2287,97.0,0.9593120805369127,0.04068791946308725,0.004046313917938804
22,5,6,36,30,swap3_4f24864a,0.001,0.4,2383,2262,121.0,0.9492236676458246,0.050776332354175446,0.004497311008352342
23,5,6,36,30,swap3_4f24864a,0.001,0.4,2383,2253,130.0,0.9454469156525388,0.0545530843474612,0.004652283892875377
24,5,6,36,30,swap3_4f24864a,0.001,0.4,2383,2272,111.0,0.9534200587494754,0.04657994125052456,0.004316975554354647
25,5,6,36,30,swap3_4f24864a,0.001,0.4,2383,2255,128.0,0.946286193873269,0.053713806126731045,0.00461840691142985
26,5,6,36,30,swap3_4f24864a,0.001,0.4,2383,2249,134.0,0.9437683592110784,0.05623164078892162,0.004719120461302799
27,5,6,36,30,swap3_4f24864a,0.001,0.4,2382,2223,159.0,0.933249370277078,0.066750629722922,0.005113940347238263
28,5,6,36,30,swap3_4f24864a,0.001,0.4,2382,2225,157.0,0.9340890008396304,0.06591099916036958,0.0050839608571961546
29,5,6,36,30,swap3_4f24864a,0.001,0.4,2382,2227,155.0,0.9349286314021832,0.06507136859781681,0.005053744967603242
30,5,6,36,30,swap3_4f24864a,0.001,0.4,2382,2233,149.0,0.9374475230898404,0.06255247691015964,0.004961635543233763
31,5,6,36,30,swap3_4f24864a,0.001,0.4,2382,2201,181.0,0.9240134340890008,0.07598656591099917,0.005429210408132432
32,5,6,36,30,swap3_4f24864a,0.001,0.4,2382,2207,175.0,0.9265323257766582,0.07346767422334177,0.0053457365902659535
33,5,6,36,30,swap3_4f24864a,0.001,0.4,2382,2221,161.0,0.9324097397145256,0.06759026028547443,0.005143687571227616
34,5,6,36,30,swap3_4f24864a,0.001,0.4,2382,2210,172.0,0.927791771620487,0.07220822837951302,0.005303318675419195
35,5,6,36,30,swap3_4f24864a,0.001,0.4,2382,2218,164.0,0.9311502938706968,0.06884970612930319,0.005187881639840002
36,5,6,36,30,swap3_4f24864a,0.001,0.4,2382,2201,181.0,0.9240134340890008,0.07598656591099917,0.005429210408132432
37,5,6,36,30,swap3_4f24864a,0.001,0.4,2382,2180,202.0,0.9151973131822,0.08480268681780001,0.005708096358057039
38,5,6,36,30,swap3_4f24864a,0.001,0.4,2382,2195,187.0,0.9214945424013434,0.07850545759865657,0.0055109367913423295
39,5,6,36,30,swap3_4f24864a,0.001,0.4,2381,2162,219.0,0.9080218395632088,0.09197816043679119,0.005922578273514249
40,5,6,36,30,swap3_4f24864a,0.001,0.4,2381,2135,246.0,0.8966820663586729,0.10331793364132713,0.006237741888526351
41,5,6,36,30,swap3_4f24864a,0.001,0.4,2381,2150,231.0,0.9029819403611928,0.09701805963880716,0.0060657726251480085
42,5,6,36,30,swap3_4f24864a,0.001,0.4,2381,2162,219.0,0.9080218395632088,0.09197816043679119,0.005922578273514249
43,5,6,36,30,swap3_4f24864a,0.001,0.4,2381,2142,239.0,0.8996220075598488,0.10037799244015122,0.0061584240619879885
44,5,6,36,30,swap3_4f24864a,0.001,0.4,2381,2158,223.0,0.9063418731625368,0.09365812683746322,0.005970889838013293
45,5,6,36,30,swap3_4f24864a,0.001,0.4,2381,2155,226.0,0.9050818983620328,0.09491810163796721,0.0060067390272824485
46,5,6,36,30,swap3_4f24864a,0.001,0.4,2381,2137,244.0,0.8975220495590088,0.10247795044099117,0.006215242542592591
47,5,6,36,30,swap3_4f24864a,0.001,0.4,2381,2140,241.0,0.8987820243595128,0.10121797564048718,0.006181250084165345
48,5,6,36,30,swap3_4f24864a,0.001,0.4,2381,2154,227.0,0.9046619067618648,0.09533809323813525,0.006018616687887764
49,5,6,36,30,swap3_4f24864a,0.001,0.4,2381,2114,267.0,0.8878622427551449,0.11213775724485509,0.006466496235165331
50,5,6,36,30,swap3_4f24864a,0.001,0.4,2381,2115,266.0,0.8882822343553128,0.11171776564468716,0.006455901730196664
60,5,6,36,30,swap3_4f24864a,0.001,0.4,738,619,119.0,0.8387533875338753,0.1612466124661247,0.013537368858166832
70,5,6,36,30,swap3_4f24864a,0.001,0.4,738,620,118.0,0.8401084010840109,0.15989159891598914,0.013491253591052972
80,5,6,36,30,swap3_4f24864a,0.001,0.4,738,603,135.0,0.8170731707317073,0.18292682926829273,0.014231182812069565
90,5,6,36,30,swap3_4f24864a,0.001,0.4,737,587,150.0,0.7964721845318861,0.20352781546811394,0.014830761414146142
100,5,6,36,30,swap3_4f24864a,0.001,0.4,735,574,161.0,0.780952380952381,0.21904761904761905,0.015255901484954057
110,5,6,36,30,swap3_4f24864a,0.001,0.4,733,571,162.0,0.7789904502046384,0.22100954979536158,0.015325674571908936
120,5,6,36,30,swap3_4f24864a,0.001,0.4,732,526,206.0,0.7185792349726776,0.2814207650273224,0.016621103760487265
130,5,6,36,30,swap3_4f24864a,0.001,0.4,731,488,243.0,0.667578659370725,0.332421340629275,0.017423563495302656
140,5,6,36,30,swap3_4f24864a,0.001,0.4,731,500,231.0,0.6839945280437757,0.3160054719562243,0.017195504679714396
150,5,6,36,30,swap3_4f24864a,0.001,0.4,728,466,262.0,0.6401098901098901,0.35989010989010994,0.017788795194417988
160,5,6,36,30,swap3_4f24864a,0.001,0.4,821,502,319.0,0.6114494518879415,0.38855054811205847,0.017011102617709783
170,5,6,36,30,swap3_4f24864a,0.001,0.4,817,491,326.0,0.6009791921664627,0.3990208078335373,0.01713233119079537
180,5,6,36,30,swap3_4f24864a,0.001,0.4,814,466,348.0,0.5724815724815725,0.4275184275184275,0.017339875422535192
190,5,6,36,30,swap3_4f24864a,0.001,0.4,811,451,360.0,0.5561035758323057,0.44389642416769426,0.01744649699606832
200,5,6,36,30,swap3_4f24864a,0.001,0.4,809,448,361.0,0.553770086526576,0.446229913473424,0.017477118284458536
210,5,6,36,30,swap3_4f24864a,0.001,0.4,2049,1090,959.0,0.531966813079551,0.46803318692044904,0.011023248931867922
310,5,6,36,30,swap3_4f24864a,0.001,0.4,2049,744,1305.0,0.363103953147877,0.636896046852123,0.010623773086369057
410,5,6,36,30,swap3_4f24864a,0.001,0.4,2049,520,1529.0,0.2537823328452904,0.7462176671547096,0.009613742308877411
510,5,6,36,30,swap3_4f24864a,0.001,0.4,2048,366,1682.0,0.1787109375,0.8212890625,0.008465616876549694
610,5,6,36,30,swap3_4f24864a,0.001,0.4,2048,280,1767.0,0.13671875,0.86328125,0.007591458418328181
1000,5,6,36,30,swap3_4f24864a,0.001,0.4,1624,82,1542.0,0.0504926108374384,0.9495073891625616,0.005433379948538766
1500,5,6,36,30,swap3_4f24864a,0.001,0.4,1621,22,1599.0,0.013571869216533,0.986428130783467,0.002873829840722176
2000,5,6,36,30,swap3_4f24864a,0.001,0.4,1618,13,1605.0,0.0080346106304079,0.9919653893695921,0.0022194298288986778
100,5,6,48,40,swap3_895b3d97,0.001,0.0,8002,7988,14.0,0.9982504373906524,0.0017495626093475547,0.00046718105747967136
200,5,6,48,40,swap3_895b3d97,0.001,0.0,8001,7963,38.0,0.9952505936757904,0.004749406324209615,0.0007686236629067889
300,5,6,48,40,swap3_895b3d97,0.001,0.0,8001,7956,45.0,0.9943757030371204,0.0056242969628795825,0.0008360596009627965
400,5,6,48,40,swap3_895b3d97,0.001,0.0,8001,7924,77.0,0.990376202974628,0.009623797025371972,0.0010914433281009118
500,5,6,48,40,swap3_895b3d97,0.001,0.0,8000,7907,93.0,0.988375,0.011624999999999996,0.0011984291476240885
600,5,6,48,40,swap3_895b3d97,0.001,0.0,7999,7884,115.0,0.9856232029003624,0.014376797099637573,0.0013309712754850118
700,5,6,48,40,swap3_895b3d97,0.001,0.0,7995,7850,145.0,0.981863664790494,0.01813633520950597,0.0014924202300872849
800,5,6,48,40,swap3_895b3d97,0.001,0.0,5849,5731,118.0,0.9798256112155924,0.020174388784407582,0.0018383736048356051
900,5,6,48,40,swap3_895b3d97,0.001,0.0,5846,5735,111.0,0.981012658227848,0.018987341772152,0.001785007248331467
1000,5,6,48,40,swap3_895b3d97,0.001,0.0,5846,5691,155.0,0.9734861443722204,0.026513855627779637,0.002101221932731852
1100,5,6,48,40,swap3_895b3d97,0.001,0.0,5842,5709,133.0,0.9772338240328654,0.022766175967134594,0.0019514773412944789
1200,5,6,48,40,swap3_895b3d97,0.001,0.0,7010,6820,190.0,0.9728958630527818,0.02710413694721825,0.0019395097218462684
1300,5,6,48,40,swap3_895b3d97,0.001,0.0,6999,6806,193.0,0.9724246320902986,0.027575367909701387,0.0019573596739061905
1400,5,6,48,40,swap3_895b3d97,0.001,0.0,4986,4813,173.0,0.965302847974328,0.03469715202567203,0.0025918064788294387
1500,5,6,48,40,swap3_895b3d97,0.001,0.0,4982,4801,181.0,0.9636692091529506,0.03633079084704938,0.0026509379085821747
1600,5,6,48,40,swap3_895b3d97,0.001,0.0,4978,4800,178.0,0.9642426677380476,0.035757332261952435,0.0026317721174135373
1700,5,6,48,40,swap3_895b3d97,0.001,0.0,4977,4770,207.0,0.9584086799276672,0.041591320072332794,0.002830042132258522
1800,5,6,48,40,swap3_895b3d97,0.001,0.0,4972,4769,203.0,0.9591713596138376,0.04082864038616241,0.002806499700563648
2000,5,6,48,40,swap3_895b3d97,0.001,0.0,1624,1551,73.0,0.955049261083744,0.044950738916256006,0.00514148166737204
10,5,6,48,40,swap3_895b3d97,0.001,0.1,6669,6664,5.0,0.9992502624081572,0.0007497375918428251,0.00033516712973713687
20,5,6,48,40,swap3_895b3d97,0.001,0.1,6669,6669,0.0,1.0,0.0,0.0
30,5,6,48,40,swap3_895b3d97,0.001,0.1,6669,6662,7.0,0.99895036737142,0.001049632628580044,0.0003965155815053525
40,5,6,48,40,swap3_895b3d97,0.001,0.1,6669,6654,15.0,0.9977507872244714,0.0022492127755285862,0.0005800907651043344
50,5,6,48,40,swap3_895b3d97,0.001,0.1,6669,6658,11.0,0.9983505772979456,0.0016494227020543706,0.0004969093422422294
60,5,6,48,40,swap3_895b3d97,0.001,0.1,6668,6654,14.0,0.9979004199160167,0.0020995800839832546,0.0005605469958274891
70,5,6,48,40,swap3_895b3d97,0.001,0.1,6668,6647,21.0,0.9968506298740252,0.0031493701259748264,0.0006861658504711495
80,5,6,48,40,swap3_895b3d97,0.001,0.1,6668,6655,13.0,0.9980503899220156,0.0019496100779844427,0.0005401971882366696
90,5,6,48,40,swap3_895b3d97,0.001,0.1,6668,6646,22.0,0.9967006598680264,0.003299340131973638,0.000702260307216818
100,5,6,48,40,swap3_895b3d97,0.001,0.1,6667,6644,23.0,0.9965501724913756,0.0034498275086244368,0.0007180968922509296
110,5,6,48,40,swap3_895b3d97,0.001,0.1,6667,6639,28.0,0.9958002099895004,0.004199790010499638,0.0007920172987915242
120,5,6,48,40,swap3_895b3d97,0.001,0.1,6667,6642,25.0,0.9962501874906254,0.0037498125093745616,0.0007485550718504853
130,5,6,48,40,swap3_895b3d97,0.001,0.1,6667,6640,27.0,0.9959502024898756,0.004049797510124353,0.0007778041196697744
140,5,6,48,40,swap3_895b3d97,0.001,0.1,6667,6635,32.0,0.9952002399880006,0.004799760011999443,0.0008464469999638553
150,5,6,48,40,swap3_895b3d97,0.001,0.1,6667,6632,35.0,0.9947502624868756,0.005249737513124408,0.0008850353105950662
160,5,6,48,40,swap3_895b3d97,0.001,0.1,6667,6629,38.0,0.9943002849857508,0.0056997150142491515,0.0009219770807151097
170,5,6,48,40,swap3_895b3d97,0.001,0.1,6666,6624,42.0,0.9936993699369936,0.006300630063006407,0.0009691407235002183
180,5,6,48,40,swap3_895b3d97,0.001,0.1,6665,6627,38.0,0.9942985746436608,0.005701425356339218,0.0009222529497988336
190,5,6,48,40,swap3_895b3d97,0.001,0.1,6665,6627,38.0,0.9942985746436608,0.005701425356339218,0.0009222529497988336
200,5,6,48,40,swap3_895b3d97,0.001,0.1,6664,6623,41.0,0.9938475390156064,0.006152460984393593,0.0009578926111710961
210,5,6,48,40,swap3_895b3d97,0.001,0.1,6662,6625,37.0,0.994446112278595,0.005553887721404971,0.0009105144883695817
220,5,6,48,40,swap3_895b3d97,0.001,0.1,6662,6630,32.0,0.9951966376463524,0.004803362353647644,0.0008470807468100146
230,5,6,48,40,swap3_895b3d97,0.001,0.1,6661,6604,57.0,0.9914427263173696,0.008557273682630373,0.0011285785965824465
240,5,6,48,40,swap3_895b3d97,0.001,0.1,6660,6600,60.0,0.990990990990991,0.009009009009009028,0.0011578072086427336
250,5,6,48,40,swap3_895b3d97,0.001,0.1,6660,6592,68.0,0.9897897897897898,0.01021021021021018,0.0012318326527314336
260,5,6,48,40,swap3_895b3d97,0.001,0.1,6660,6603,57.0,0.9914414414414414,0.008558558558558582,0.001128747321418463
270,5,6,48,40,swap3_895b3d97,0.001,0.1,6659,6607,52.0,0.9921910196726236,0.007808980327376425,0.0010786742287869342
280,5,6,48,40,swap3_895b3d97,0.001,0.1,6657,6595,62.0,0.9906864954183566,0.009313504581643373,0.0011772952973755713
290,5,6,48,40,swap3_895b3d97,0.001,0.1,6656,6589,67.0,0.9899338942307692,0.010066105769230838,0.0012235653935186999
300,5,6,48,40,swap3_895b3d97,0.001,0.1,6655,6586,69.0,0.9896318557475582,0.010368144252441813,0.001241690386875835
310,5,6,48,40,swap3_895b3d97,0.001,0.1,2534,2508,26.0,0.98973954222573,0.010260457774269982,0.0020018914478056294
