algo,dv,dc,nv,nc,code_id,p_phys,p_mask,no_test,no_success,no_stop,p_log,p_error,p_std_dev
100,5,6,24,20,swap3_2b8e7a53,0.001,0.0,9499,8542,957.0,0.8992525529003053,0.10074744709969474,0.0030882960141537428
200,5,6,24,20,swap3_2b8e7a53,0.001,0.0,9495,7806,1689.0,0.8221169036334913,0.17788309636650868,0.003924520885467549
300,5,6,24,20,swap3_2b8e7a53,0.001,0.0,9495,7011,2484.0,0.738388625592417,0.261611374407583,0.004510485860182773
400,5,6,24,20,swap3_2b8e7a53,0.001,0.0,9494,6325,3168.0,0.6662102380450811,0.33378976195491894,0.0048396899896820805
500,5,6,24,20,swap3_2b8e7a53,0.001,0.0,9489,5696,3791.0,0.6002740014753926,0.39972599852460744,0.005028584376471198
600,5,6,24,20,swap3_2b8e7a53,0.001,0.0,9486,5007,4479.0,0.5278304870335231,0.4721695129664769,0.0051257172609830955
700,5,6,24,20,swap3_2b8e7a53,0.001,0.0,9482,4659,4823.0,0.4913520354355621,0.508647964564438,0.005133990488159617
1000,5,6,24,20,swap3_2b8e7a53,0.001,0.0,3176,1179,1997.0,0.3712216624685138,0.6287783375314862,0.008572849396959152
1500,5,6,24,20,swap3_2b8e7a53,0.001,0.0,3174,730,2444.0,0.2299936988027725,0.7700063011972275,0.007469673982138068
2000,5,6,24,20,swap3_2b8e7a53,0.001,0.0,3171,426,2745.0,0.1343424787133396,0.8656575212866604,0.0060559406584307285
10,5,6,24,20,swap3_2b8e7a53,0.001,0.1,10279,10135,144.0,0.9859908551415508,0.014009144858449174,0.001159222557288717
20,5,6,24,20,swap3_2b8e7a53,0.001,0.1,10279,10042,237.0,0.9769432824204688,0.023056717579531205,0.0014803280976786264
30,5,6,24,20,swap3_2b8e7a53,0.001,0.1,10278,9892,386.0,0.96244405526367,0.03755594473632995,0.0018753087765805685
40,5,6,24,20,swap3_2b8e7a53,0.001,0.1,10278,9764,514.0,0.9499902704806382,0.05000972951936178,0.0021499706182971355
50,5,6,24,20,swap3_2b8e7a53,0.001,0.1,10278,9697,581.0,0.94347149250827,0.056528507491729996,0.0022779481993407753
60,5,6,24,20,swap3_2b8e7a53,0.001,0.1,10278,9542,736.0,0.9283907374975676,0.07160926250243238,0.002543288884973828
70,5,6,24,20,swap3_2b8e7a53,0.001,0.1,10278,9503,774.0,0.9245962249464876,0.07540377505351237,0.002604463622507398
80,5,6,24,20,swap3_2b8e7a53,0.001,0.1,10278,9329,949.0,0.907666861257054,0.09233313874294602,0.002855536611504078
90,5,6,24,20,swap3_2b8e7a53,0.001,0.1,10278,9242,1035.0,0.899202179412337,0.10079782058766296,0.0029696135745743407
100,5,6,24,20,swap3_2b8e7a53,0.001,0.1,10278,9124,1154.0,0.8877213465654796,0.11227865343452037,0.00311410048877656
110,5,6,24,20,swap3_2b8e7a53,0.001,0.1,10278,9015,1262.0,0.8771161704611792,0.12288382953882082,0.0032383338595189403
120,5,6,24,20,swap3_2b8e7a53,0.001,0.1,10278,8875,1402.0,0.8634948433547383,0.13650515664526175,0.0033864923302773433
130,5,6,24,20,swap3_2b8e7a53,0.001,0.1,10276,8831,1444.0,0.8593810821331257,0.1406189178668743,0.0034292782306238594
140,5,6,24,20,swap3_2b8e7a53,0.001,0.1,10275,8687,1587.0,0.8454501216545012,0.15454987834549883,0.003566049883439874
150,5,6,24,20,swap3_2b8e7a53,0.001,0.1,10275,8516,1759.0,0.8288077858880779,0.1711922141119221,0.0037160196367312503
160,5,6,24,20,swap3_2b8e7a53,0.001,0.1,10275,8480,1791.0,0.8253041362530413,0.17469586374695867,0.003745910586923111
170,5,6,24,20,swap3_2b8e7a53,0.001,0.1,10275,8409,1864.0,0.8183941605839417,0.18160583941605835,0.003803253294355569
180,5,6,24,20,swap3_2b8e7a53,0.001,0.1,10272,8334,1938.0,0.8113317757009346,0.18866822429906538,0.0038603005467734864
190,5,6,24,20,swap3_2b8e7a53,0.001,0.1,10272,8200,2072.0,0.7982866043613707,0.20171339563862933,0.003959307983695015
200,5,6,24,20,swap3_2b8e7a53,0.001,0.1,10272,8046,2225.0,0.7832943925233645,0.21670560747663548,0.0040650891840716815
210,5,6,24,20,swap3_2b8e7a53,0.001,0.1,11873,9224,2648.0,0.7768887391560684,0.22311126084393162,0.0038208494388654547
220,5,6,24,20,swap3_2b8e7a53,0.001,0.1,10270,7843,2425.0,0.7636806231742941,0.23631937682570592,0.004191990890999825
230,5,6,24,20,swap3_2b8e7a53,0.001,0.1,10269,7715,2553.0,0.7512902911675918,0.24870970883240817,0.004265659453823804
240,5,6,24,20,swap3_2b8e7a53,0.001,0.1,10268,7757,2510.0,0.7554538371640047,0.24454616283599528,0.0042417147761406055
250,5,6,24,20,swap3_2b8e7a53,0.001,0.1,10267,7621,2642.0,0.7422810947696503,0.2577189052303497,0.004316537892608011
260,5,6,24,20,swap3_2b8e7a53,0.001,0.1,10267,7518,2746.0,0.7322489529560728,0.26775104704392716,0.0043699169929480855
270,5,6,24,20,swap3_2b8e7a53,0.001,0.1,10267,7529,2738.0,0.7333203467419889,0.26667965325801113,0.004364354580292768
280,5,6,24,20,swap3_2b8e7a53,0.001,0.1,10267,7369,2895.0,0.7177364371286646,0.28226356287133536,0.004442097900028184
290,5,6,24,20,swap3_2b8e7a53,0.001,0.1,10266,7254,3010.0,0.706604324956166,0.293395675043834,0.004493806514635517
300,5,6,24,20,swap3_2b8e7a53,0.001,0.1,10265,7159,3106.0,0.6974184120798831,0.3025815879201169,0.004534072668222962
310,5,6,24,20,swap3_2b8e7a53,0.001,0.1,1602,1098,504.0,0.6853932584269663,0.3146067415730337,0.011601727768833288
410,5,6,24,20,swap3_2b8e7a53,0.001,0.1,1601,1028,573.0,0.6420986883198001,0.3579013116801999,0.011980829022696041
510,5,6,24,20,swap3_2b8e7a53,0.001,0.1,1600,853,747.0,0.533125,0.46687500000000004,0.012472538193342002
610,5,6,24,20,swap3_2b8e7a53,0.001,0.1,1598,760,838.0,0.4755944931163955,0.5244055068836044,0.012492910911789487
1000,5,6,24,20,swap3_2b8e7a53,0.001,0.1,3169,988,2181.0,0.3117702745345534,0.6882297254654466,0.008228543062874719
1500,5,6,24,20,swap3_2b8e7a53,0.001,0.1,3165,548,2617.0,0.1731437598736177,0.8268562401263824,0.006725608279318591
2000,5,6,24,20,swap3_2b8e7a53,0.001,0.1,3160,316,2844.0,0.1,0.9,0.0053367605022361505
100,5,6,24,20,swap3_2b8e7a53,0.001,0.15,2198,1861,337.0,0.8466787989080983,0.15332120109190173,0.007685048362191732
200,5,6,24,20,swap3_2b8e7a53,0.001,0.15,2378,1810,567.0,0.7611438183347351,0.2388561816652649,0.008743708687320722
300,5,6,24,20,swap3_2b8e7a53,0.001,0.15,2378,1588,789.0,0.6677880571909167,0.3322119428090833,0.009658752090872955
400,5,6,24,20,swap3_2b8e7a53,0.001,0.15,2377,1352,1025.0,0.5687841817416912,0.4312158182583088,0.010157960177167857
500,5,6,24,20,swap3_2b8e7a53,0.001,0.15,2376,1208,1168.0,0.5084175084175084,0.49158249158249157,0.010256170548662383
600,5,6,24,20,swap3_2b8e7a53,0.001,0.15,2375,1043,1331.0,0.4391578947368421,0.5608421052631579,0.010183541690335375
700,5,6,24,20,swap3_2b8e7a53,0.001,0.15,2371,906,1464.0,0.3821172501054407,0.6178827498945594,0.009978966857091
800,5,6,24,20,swap3_2b8e7a53,0.001,0.15,2370,797,1571.0,0.3362869198312236,0.6637130801687764,0.009704451703288364
900,5,6,24,20,swap3_2b8e7a53,0.001,0.15,2368,683,1685.0,0.288429054054054,0.711570945945946,0.009309744396210764
1000,5,6,24,20,swap3_2b8e7a53,0.001,0.15,2364,586,1776.0,0.2478849407783418,0.7521150592216582,0.008880623904205383
10,5,6,24,20,swap3_2b8e7a53,0.001,0.2,8501,8357,144.0,0.983060816374544,0.01693918362545599,0.0013995919080028556
20,5,6,24,20,swap3_2b8e7a53,0.001,0.2,8501,8219,282.0,0.9668274320668157,0.03317256793318435,0.0019423568436852964
30,5,6,24,20,swap3_2b8e7a53,0.001,0.2,8501,8044,456.0,0.946241618633102,0.053758381366898034,0.002446183918436474
40,5,6,24,20,swap3_2b8e7a53,0.001,0.2,8501,7921,577.0,0.9317727326196918,0.06822726738030815,0.002734632551957766
50,5,6,24,20,swap3_2b8e7a53,0.001,0.2,8501,7842,659.0,0.9224797082696152,0.07752029173038477,0.002900354624229789
60,5,6,24,20,swap3_2b8e7a53,0.001,0.2,8501,7702,798.0,0.9060110575226444,0.09398894247735556,0.003164973824072351
70,5,6,24,20,swap3_2b8e7a53,0.001,0.2,8500,7590,909.0,0.8929411764705882,0.10705882352941176,0.003353614938678946
80,5,6,24,20,swap3_2b8e7a53,0.001,0.2,8499,7429,1068.0,0.874102835627721,0.12589716437227905,0.0035983659136523253
90,5,6,24,20,swap3_2b8e7a53,0.001,0.2,8499,7369,1129.0,0.8670431815507706,0.13295681844922935,0.0036829155129783947
100,5,6,24,20,swap3_2b8e7a53,0.001,0.2,8498,7138,1359.0,0.8399623440809603,0.16003765591903973,0.003977247667967554
110,5,6,24,20,swap3_2b8e7a53,0.001,0.2,8498,7035,1463.0,0.8278418451400329,0.1721581548599671,0.004095237786965881
120,5,6,24,20,swap3_2b8e7a53,0.001,0.2,8495,6964,1529.0,0.8197763390229547,0.18022366097704534,0.004170344207194819
130,5,6,24,20,swap3_2b8e7a53,0.001,0.2,8495,6862,1633.0,0.8077692760447321,0.19223072395526786,0.00427536674074305
140,5,6,24,20,swap3_2b8e7a53,0.001,0.2,8495,6701,1792.0,0.788816951147734,0.21118304885226602,0.0044282889730601505
150,5,6,24,20,swap3_2b8e7a53,0.001,0.2,8491,6661,1828.0,0.784477682251796,0.21552231774820396,0.004462281873876051
160,5,6,24,20,swap3_2b8e7a53,0.001,0.2,8488,6455,2033.0,0.7604853911404336,0.23951460885956644,0.004632428835241175
170,5,6,24,20,swap3_2b8e7a53,0.001,0.2,8487,6382,2102.0,0.7519736066925886,0.24802639330741139,0.004687843954220536
180,5,6,24,20,swap3_2b8e7a53,0.001,0.2,8487,6289,2194.0,0.7410156710262755,0.2589843289737245,0.004755249823724519
190,5,6,24,20,swap3_2b8e7a53,0.001,0.2,8485,6139,2345.0,0.7235120801414261,0.2764879198585739,0.00485551221037346
200,5,6,24,20,swap3_2b8e7a53,0.001,0.2,8485,6127,2356.0,0.7220978196817914,0.27790218031820857,0.004863154538721049
210,5,6,24,20,swap3_2b8e7a53,0.001,0.2,9245,6484,2759.0,0.7013520822065982,0.29864791779340183,0.004759861687832716
220,5,6,24,20,swap3_2b8e7a53,0.001,0.2,7643,5258,2382.0,0.6879497579484496,0.3120502420515504,0.005299790388434215
230,5,6,24,20,swap3_2b8e7a53,0.001,0.2,7638,5254,2384.0,0.6878764074365017,0.3121235925634983,0.005301865164709945
240,5,6,24,20,swap3_2b8e7a53,0.001,0.2,7637,5116,2520.0,0.669896556239361,0.33010344376063905,0.005381055914722147
250,5,6,24,20,swap3_2b8e7a53,0.001,0.2,7634,5035,2597.0,0.6595493843332461,0.34045061566675394,0.0054234375510528905
310,5,6,24,20,swap3_2b8e7a53,0.001,0.2,1597,947,650.0,0.5929868503443957,0.4070131496556043,0.012293464561398976
410,5,6,24,20,swap3_2b8e7a53,0.001,0.2,1597,796,801.0,0.4984345648090169,0.5015654351909831,0.012511673932933468
510,5,6,24,20,swap3_2b8e7a53,0.001,0.2,1597,671,926.0,0.4201628052598622,0.5798371947401377,0.012351206399442075
610,5,6,24,20,swap3_2b8e7a53,0.001,0.2,1597,603,991.0,0.3775829680651221,0.6224170319348779,0.012130940540810023
1000,5,6,24,20,swap3_2b8e7a53,0.001,0.2,1056,208,847.0,0.1969696969696969,0.8030303030303031,0.012238655671951615
10,5,6,24,20,swap3_2b8e7a53,0.001,0.3,4342,4220,122.0,0.971902349147858,0.028097650852141998,0.0025078491644768405
20,5,6,24,20,swap3_2b8e7a53,0.001,0.3,4342,4126,216.0,0.9502533394748964,0.04974666052510357,0.003299565535785472
30,5,6,24,20,swap3_2b8e7a53,0.001,0.3,4342,3992,350.0,0.9193919852602488,0.08060801473975121,0.004131374454394071
40,5,6,24,20,swap3_2b8e7a53,0.001,0.3,4341,3924,416.0,0.903939184519696,0.09606081548030398,0.0044724742423833
50,5,6,24,20,swap3_2b8e7a53,0.001,0.3,4341,3797,542.0,0.8746832527067496,0.12531674729325037,0.005024988470811412
60,5,6,24,20,swap3_2b8e7a53,0.001,0.3,4341,3698,642.0,0.8518774475927205,0.14812255240727945,0.005391433602927723
70,5,6,24,20,swap3_2b8e7a53,0.001,0.3,4340,3594,746.0,0.8281105990783411,0.17188940092165894,0.005726956123916567
80,5,6,24,20,swap3_2b8e7a53,0.001,0.3,4340,3506,833.0,0.8078341013824885,0.19216589861751154,0.005980732620575016
90,5,6,24,20,swap3_2b8e7a53,0.001,0.3,4340,3417,920.0,0.7873271889400921,0.21267281105990787,0.006211389243593919
100,5,6,24,20,swap3_2b8e7a53,0.001,0.3,4338,3323,1013.0,0.7660212079299217,0.23397879207007832,0.006427822422151319
110,5,6,24,20,swap3_2b8e7a53,0.001,0.3,4338,3250,1086.0,0.7491931765790687,0.2508068234209313,0.0065814533398867725
120,5,6,24,20,swap3_2b8e7a53,0.001,0.3,4338,3168,1169.0,0.7302904564315352,0.26970954356846477,0.006738313238577469
130,5,6,24,20,swap3_2b8e7a53,0.001,0.3,4338,3097,1235.0,0.7139234670355002,0.28607653296449975,0.006861549044552899
140,5,6,24,20,swap3_2b8e7a53,0.001,0.3,4338,3005,1331.0,0.6927155371138773,0.30728446288612266,0.00700491696102924
150,5,6,24,20,swap3_2b8e7a53,0.001,0.3,4338,2911,1427.0,0.6710465652374366,0.32895343476256345,0.007133435976699689
160,5,6,24,20,swap3_2b8e7a53,0.001,0.3,4337,2868,1468.0,0.6612866036430712,0.33871339635692876,0.0071864819343592104
170,5,6,24,20,swap3_2b8e7a53,0.001,0.3,4333,2719,1611.0,0.6275098084468036,0.3724901915531964,0.007344687722781598
180,5,6,24,20,swap3_2b8e7a53,0.001,0.3,4333,2692,1639.0,0.6212785598892222,0.3787214401107778,0.007369003872519324
190,5,6,24,20,swap3_2b8e7a53,0.001,0.3,4331,2606,1723.0,0.601708612329716,0.39829138767028405,0.007438741718878639
200,5,6,24,20,swap3_2b8e7a53,0.001,0.3,4330,2548,1775.0,0.5884526558891455,0.4115473441108545,0.007478624314130694
210,5,6,24,20,swap3_2b8e7a53,0.001,0.3,1597,939,658.0,0.5879774577332498,0.41202254226675017,0.012316529991842113
310,5,6,24,20,swap3_2b8e7a53,0.001,0.3,1595,672,922.0,0.4213166144200627,0.5786833855799374,0.012363586052752302
410,5,6,24,20,swap3_2b8e7a53,0.001,0.3,1594,529,1064.0,0.3318695106649937,0.6681304893350063,0.011794245522729344
510,5,6,24,20,swap3_2b8e7a53,0.001,0.3,1591,431,1160.0,0.2708988057825267,0.7291011942174733,0.011141979632207656
610,5,6,24,20,swap3_2b8e7a53,0.001,0.3,1591,347,1244.0,0.2181018227529855,0.7818981772470145,0.010353082102871286
1000,5,6,24,20,swap3_2b8e7a53,0.001,0.3,1049,95,954.0,0.0905624404194471,0.909437559580553,0.008860796401785796
10,5,6,24,20,swap3_2b8e7a53,0.001,0.4,4330,4123,206.0,0.9521939953810624,0.04780600461893758,0.003242350761746282
20,5,6,24,20,swap3_2b8e7a53,0.001,0.4,4330,3912,417.0,0.9034642032332564,0.09653579676674362,0.004488029670744816
30,5,6,24,20,swap3_2b8e7a53,0.001,0.4,4330,3740,590.0,0.8637413394919169,0.1362586605080831,0.005213507016823061
40,5,6,24,20,swap3_2b8e7a53,0.001,0.4,4330,3507,822.0,0.8099307159353348,0.19006928406466517,0.005962603847867773
50,5,6,24,20,swap3_2b8e7a53,0.001,0.4,4330,3346,984.0,0.7727482678983834,0.22725173210161664,0.006368375648221958
60,5,6,24,20,swap3_2b8e7a53,0.001,0.4,4330,3098,1230.0,0.715473441108545,0.28452655889145495,0.006856685282718272
70,5,6,24,20,swap3_2b8e7a53,0.001,0.4,4330,3015,1315.0,0.6963048498845266,0.30369515011547343,0.006988350681328357
80,5,6,24,20,swap3_2b8e7a53,0.001,0.4,4330,2835,1495.0,0.6547344110854504,0.3452655889145496,0.00722545637779687
90,5,6,24,20,swap3_2b8e7a53,0.001,0.4,4330,2680,1648.0,0.6189376443418014,0.38106235565819857,0.007380359629333541
100,5,6,24,20,swap3_2b8e7a53,0.001,0.4,4329,2551,1777.0,0.5892815892815892,0.41071841071841075,0.007477212595884571
110,5,6,24,20,swap3_2b8e7a53,0.001,0.4,4329,2369,1960.0,0.5472395472395473,0.45276045276045274,0.0075653528305267195
120,5,6,24,20,swap3_2b8e7a53,0.001,0.4,4329,2269,2059.0,0.5241395241395241,0.47586047586047586,0.007590484179215274
130,5,6,24,20,swap3_2b8e7a53,0.001,0.4,4328,2103,2222.0,0.48590573012939,0.51409426987061,0.00759720360858149
140,5,6,24,20,swap3_2b8e7a53,0.001,0.4,4328,2073,2255.0,0.4789741219963031,0.5210258780036969,0.007593500851920527
150,5,6,24,20,swap3_2b8e7a53,0.001,0.4,4328,1925,2400.0,0.4447781885397412,0.5552218114602587,0.007553728552881136
160,5,6,24,20,swap3_2b8e7a53,0.001,0.4,4327,1839,2486.0,0.4250057776750635,0.5749942223249365,0.007515116368207789
170,5,6,24,20,swap3_2b8e7a53,0.001,0.4,4327,1727,2600.0,0.3991217933903397,0.6008782066096603,0.007444790825143489
180,5,6,24,20,swap3_2b8e7a53,0.001,0.4,4327,1659,2667.0,0.3834065172174717,0.6165934827825283,0.007391554149579193
190,5,6,24,20,swap3_2b8e7a53,0.001,0.4,4327,1550,2774.0,0.3582158539403744,0.6417841460596256,0.007289092241820143
200,5,6,24,20,swap3_2b8e7a53,0.001,0.4,4327,1482,2842.0,0.3425005777675063,0.6574994222324937,0.007214145452815735
210,5,6,24,20,swap3_2b8e7a53,0.001,0.4,1591,499,1091.0,0.3136392206159648,0.6863607793840352,0.011632051666114283
310,5,6,24,20,swap3_2b8e7a53,0.001,0.4,1591,291,1299.0,0.1829038340666247,0.8170961659333753,0.009691988745963736
410,5,6,24,20,swap3_2b8e7a53,0.001,0.4,1591,202,1389.0,0.1269641734758013,0.8730358265241986,0.008346829419818637
510,5,6,24,20,swap3_2b8e7a53,0.001,0.4,1589,122,1467.0,0.0767778477029578,0.9232221522970422,0.006678964366773025
610,5,6,24,20,swap3_2b8e7a53,0.001,0.4,1587,72,1515.0,0.0453686200378071,0.9546313799621929,0.005224048190045431
100,5,6,30,25,swap3_757eee5f,0.001,0.0,19599,19058,541.0,0.9723965508444308,0.027603449155569226,0.0011702709498837872
200,5,6,30,25,swap3_757eee5f,0.001,0.0,19599,18575,1024.0,0.9477524363487934,0.05224756365120664,0.001589510935706751
300,5,6,30,25,swap3_757eee5f,0.001,0.0,19599,18061,1538.0,0.9215266085004336,0.07847339149956645,0.0019208709768662074
400,5,6,30,25,swap3_757eee5f,0.001,0.0,19598,17683,1915.0,0.902285947545668,0.09771405245433196,0.002121019848285322
500,5,6,30,25,swap3_757eee5f,0.001,0.0,19596,17139,2457.0,0.8746172688303735,0.1253827311696265,0.002365615578107301
600,5,6,30,25,swap3_757eee5f,0.001,0.0,19594,16606,2988.0,0.8475043380626722,0.15249566193732778,0.002568255091684877
700,5,6,30,25,swap3_757eee5f,0.001,0.0,19593,16340,3253.0,0.8339713162864288,0.16602868371357116,0.002658377484806884
800,5,6,30,25,swap3_757eee5f,0.001,0.0,19588,15666,3922.0,0.7997753726771493,0.20022462732285073,0.0028592209198923515
900,5,6,30,25,swap3_757eee5f,0.001,0.0,19583,15333,4250.0,0.7829750293622019,0.21702497063779813,0.0029457046274717845
1000,5,6,30,25,swap3_757eee5f,0.001,0.0,19582,14879,4703.0,0.759830456541722,0.240169543458278,0.003052732792510276
2000,5,6,30,25,swap3_757eee5f,0.001,0.0,1703,985,718.0,0.5783910745742806,0.42160892542571937,0.011966258087031837
100,5,6,30,25,swap3_757eee5f,0.001,0.1,4502,4340,162.0,0.964015992892048,0.03598400710795202,0.002775838123115467
200,5,6,30,25,swap3_757eee5f,0.001,0.1,4499,4164,335.0,0.9255390086685932,0.07446099133140682,0.00391384636883377
300,5,6,30,25,swap3_757eee5f,0.001,0.1,4496,4035,461.0,0.8974644128113879,0.10253558718861211,0.004524106067411068
400,5,6,30,25,swap3_757eee5f,0.001,0.1,4494,3832,662.0,0.8526924788607032,0.1473075211392968,0.005286791009680482
500,5,6,30,25,swap3_757eee5f,0.001,0.1,4493,3718,775.0,0.8275094591586913,0.17249054084130866,0.005636388447395312
600,5,6,30,25,swap3_757eee5f,0.001,0.1,4490,3569,921.0,0.7948775055679287,0.2051224944320713,0.00602606174899334
700,5,6,30,25,swap3_757eee5f,0.001,0.1,4485,3462,1023.0,0.7719063545150502,0.22809364548494981,0.006265528034813655
1000,5,6,30,25,swap3_757eee5f,0.001,0.1,953,649,304.0,0.6810073452256034,0.31899265477439664,0.015098012800671953
2000,5,6,30,25,swap3_757eee5f,0.001,0.1,1700,812,888.0,0.4776470588235294,0.5223529411764706,0.012114656801741319
100,5,6,30,25,swap3_757eee5f,0.001,0.15,4759,4521,238.0,0.9499894935910904,0.05001050640890958,0.0031596005070380693
200,5,6,30,25,swap3_757eee5f,0.001,0.15,4759,4268,491.0,0.8968270645093507,0.10317293549064932,0.004409398948921792
300,5,6,30,25,swap3_757eee5f,0.001,0.15,4758,4078,680.0,0.85708280790248,0.14291719209751996,0.0050738942394731356
400,5,6,30,25,swap3_757eee5f,0.001,0.15,4756,3860,896.0,0.8116063919259883,0.18839360807401173,0.005670023883470216
500,5,6,30,25,swap3_757eee5f,0.001,0.15,4755,3579,1176.0,0.7526813880126183,0.2473186119873817,0.006256893000639742
600,5,6,30,25,swap3_757eee5f,0.001,0.15,4752,3395,1357.0,0.7144360269360269,0.2855639730639731,0.006552320995463104
700,5,6,30,25,swap3_757eee5f,0.001,0.15,4751,3223,1528.0,0.6783834982109029,0.32161650178909706,0.00677663796077127
800,5,6,30,25,swap3_757eee5f,0.001,0.15,4746,3057,1689.0,0.6441213653603034,0.3558786346396966,0.006949778182205142
900,5,6,30,25,swap3_757eee5f,0.001,0.15,4741,2848,1893.0,0.6007171482809534,0.39928285171904665,0.007112796220790851
1000,5,6,30,25,swap3_757eee5f,0.001,0.15,4739,2769,1970.0,0.5843004853344588,0.4156995146655412,0.0071592005412050505
2000,5,6,30,25,swap3_757eee5f,0.001,0.15,1698,542,1156.0,0.3191990577149587,0.6808009422850413,0.01131285007056081
100,5,6,30,25,swap3_757eee5f,0.001,0.2,1498,1390,108.0,0.9279038718291056,0.07209612817089439,0.0066826937315566555
200,5,6,30,25,swap3_757eee5f,0.001,0.2,1498,1274,224.0,0.8504672897196262,0.14953271028037385,0.009213847144198161
300,5,6,30,25,swap3_757eee5f,0.001,0.2,1497,1171,326.0,0.7822311289245157,0.21776887107548426,0.010667300933025203
400,5,6,30,25,swap3_757eee5f,0.001,0.2,1494,1077,417.0,0.7208835341365462,0.27911646586345384,0.011605129282673666
500,5,6,30,25,swap3_757eee5f,0.001,0.2,1494,1008,486.0,0.6746987951807228,0.32530120481927716,0.01212055493984503
600,5,6,30,25,swap3_757eee5f,0.001,0.2,1490,952,538.0,0.6389261744966444,0.36107382550335565,0.012443146358611669
700,5,6,30,25,swap3_757eee5f,0.001,0.2,1485,843,642.0,0.5676767676767677,0.43232323232323233,0.012855578388449333
1000,5,6,30,25,swap3_757eee5f,0.001,0.2,950,418,532.0,0.44,0.56,0.016104919156972868
2000,5,6,30,25,swap3_757eee5f,0.001,0.2,1694,332,1361.0,0.1959858323494687,0.8040141676505312,0.00964467253484843
100,5,6,30,25,swap3_757eee5f,0.001,0.3,2344,1995,349.0,0.8511092150170648,0.14889078498293518,0.007352715337688085
200,5,6,30,25,swap3_757eee5f,0.001,0.3,2344,1723,620.0,0.7350682593856656,0.26493174061433444,0.00911490250681737
300,5,6,30,25,swap3_757eee5f,0.001,0.3,2344,1429,915.0,0.609641638225256,0.39035836177474403,0.010076048526627714
400,5,6,30,25,swap3_757eee5f,0.001,0.3,2342,1225,1117.0,0.5230572160546542,0.47694278394534584,0.010320822162299419
500,5,6,30,25,swap3_757eee5f,0.001,0.3,2338,1071,1267.0,0.4580838323353293,0.5419161676646707,0.010304247525213429
600,5,6,30,25,swap3_757eee5f,0.001,0.3,2334,848,1486.0,0.363324764353042,0.636675235646958,0.009955339000709313
700,5,6,30,25,swap3_757eee5f,0.001,0.3,2330,688,1642.0,0.2952789699570815,0.7047210300429185,0.009450328691928085
1000,5,6,30,25,swap3_757eee5f,0.001,0.3,943,200,743.0,0.2120890774125132,0.7879109225874867,0.013311955758786293
2000,5,6,30,25,swap3_757eee5f,0.001,0.3,1688,74,1614.0,0.0438388625592417,0.9561611374407583,0.004983207386640292
100,5,6,30,25,swap3_757eee5f,0.001,0.4,946,642,304.0,0.678646934460888,0.321353065539112,0.01518334992742837
200,5,6,30,25,swap3_757eee5f,0.001,0.4,945,465,480.0,0.492063492063492,0.507936507936508,0.016262952081789316
300,5,6,30,25,swap3_757eee5f,0.001,0.4,943,300,643.0,0.3181336161187699,0.6818663838812301,0.015166961163575143
400,5,6,30,25,swap3_757eee5f,0.001,0.4,940,192,748.0,0.2042553191489361,0.7957446808510639,0.013149511913452292
500,5,6,30,25,swap3_757eee5f,0.001,0.4,939,134,805.0,0.1427050053248136,0.8572949946751864,0.011414370124810882
600,5,6,30,25,swap3_757eee5f,0.001,0.4,938,76,862.0,0.0810234541577825,0.9189765458422174,0.00890955824838522
700,5,6,30,25,swap3_757eee5f,0.001,0.4,932,52,880.0,0.055793991416309,0.944206008583691,0.007518291138973741
100,5,6,36,30,swap3_4f24864a,0.001,0.0,12919,12850,69.0,0.994659029336636,0.005340970663364031,0.0006412579493043547
200,5,6,36,30,swap3_4f24864a,0.001,0.0,12917,12812,105.0,0.9918711775179996,0.00812882248200042,0.0007900610018878767
300,5,6,36,30,swap3_4f24864a,0.001,0.0,12915,12757,158.0,0.9877661633759196,0.012233836624080396,0.0009673000394305195
400,5,6,36,30,swap3_4f24864a,0.001,0.0,12915,12684,231.0,0.9821138211382112,0.017886178861788782,0.0011662522398993695
500,5,6,36,30,swap3_4f24864a,0.001,0.0,12913,12639,274.0,0.9787810733369472,0.021218926663052806,0.0012682092362657068
600,5,6,36,30,swap3_4f24864a,0.001,0.0,12912,12549,363.0,0.9718866171003716,0.028113382899628392,0.0014546804294820767
700,5,6,36,30,swap3_4f24864a,0.001,0.0,12906,12484,422.0,0.9673020300635364,0.03269796993646357,0.0015654731177269928
800,5,6,36,30,swap3_4f24864a,0.001,0.0,3593,3465,128.0,0.964375173949346,0.03562482605065398,0.003092222803195446
900,5,6,36,30,swap3_4f24864a,0.001,0.0,6229,5953,276.0,0.9556911221704928,0.04430887782950721,0.002607323902289317
1000,5,6,36,30,swap3_4f24864a,0.001,0.0,2635,2525,110.0,0.9582542694497154,0.04174573055028463,0.0038963333384467165
1100,5,6,36,30,swap3_4f24864a,0.001,0.0,13473,12780,693.0,0.948563794255177,0.051436205744822994,0.0019029859399173545
1200,5,6,36,30,swap3_4f24864a,0.001,0.0,13470,12772,698.0,0.948181143281366,0.051818856718633954,0.0019098786445860515
1300,5,6,36,30,swap3_4f24864a,0.001,0.0,13468,12667,800.0,0.9405256905256906,0.05947430947430943,0.0020379732616890808
1400,5,6,36,30,swap3_4f24864a,0.001,0.0,13464,12641,823.0,0.9388740344622698,0.0611259655377302,0.0020645693651002235
1500,5,6,36,30,swap3_4f24864a,0.001,0.0,13460,12601,859.0,0.9361812778603268,0.06381872213967321,0.002106839721947815
